,SPY,GLD,IEF,IWD,QQQ,SHY,SMH,DATE,YEAR,YEAR_MONTH
2222,177.4224090576172,116.5999984741211,94.50078582763672,82.16053009033203,101.02167510986328,75.81262969970703,24.823698043823242,2016-03-28,2016,201603
2223,179.06358337402344,118.76000213623047,95.14025115966797,82.74781036376953,102.64389038085938,75.95565032958984,25.16789436340332,2016-03-29,2016,201603
2224,179.84921264648438,117.0999984741211,95.01057434082031,83.07500457763672,103.14378356933594,75.96453857421875,25.42030906677246,2016-03-30,2016,201603
2225,179.4127655029297,117.63999938964844,95.35633087158203,82.8988265991211,102.99287414550781,76.0003433227539,25.27804183959961,2016-03-31,2016,201603
2226,180.63494873046875,116.93000030517578,95.32864379882812,83.27635955810547,104.08694458007812,75.95648956298828,25.397361755371094,2016-04-01,2016,201604
2227,180.050048828125,116.1500015258789,95.44114685058594,82.8820571899414,103.69080352783203,76.01013946533203,25.200021743774414,2016-04-04,2016,201604
2228,178.251708984375,117.66000366210938,95.82195281982422,81.92560577392578,102.69105529785156,76.03704071044922,25.011859893798828,2016-04-05,2016,201604
2229,180.1984100341797,116.94000244140625,95.6142578125,82.72265625,104.37932586669922,76.01013946533203,25.245912551879883,2016-04-06,2016,201604
2230,178.04217529296875,118.61000061035156,96.1075668334961,81.79978942871094,102.87968444824219,76.05490112304688,24.910892486572266,2016-04-07,2016,201604
2231,178.5223388671875,118.43000030517578,95.96044921875,82.17730712890625,102.80425262451172,76.05490112304688,25.030216217041016,2016-04-08,2016,201604
2232,178.1033477783203,120.02999877929688,95.94314575195312,82.12696838378906,102.42696380615234,76.04593658447266,25.05775260925293,2016-04-11,2016,201604
2233,179.76197814941406,120.05000305175781,95.56232452392578,82.99109649658203,103.28524017333984,76.0280532836914,25.016447067260742,2016-04-12,2016,201604
2234,181.5777130126953,118.7699966430664,95.63157653808594,84.03984069824219,104.6056900024414,75.99226379394531,25.525859832763672,2016-04-13,2016,201604
2235,181.58645629882812,117.11000061035156,95.40653991699219,84.04822540283203,104.61510467529297,75.99226379394531,25.250505447387695,2016-04-14,2016,201604
2236,181.38568115234375,117.91999816894531,95.692138671875,83.85523986816406,104.35102844238281,76.04593658447266,25.062341690063477,2016-04-15,2016,201604
2237,182.6602325439453,117.73999786376953,95.596923828125,84.4928970336914,104.90747833251953,76.03704071044922,25.09446907043457,2016-04-18,2016,201604
2238,183.2364044189453,119.58000183105469,95.44114685058594,85.22277069091797,104.26614379882812,76.01013946533203,24.883358001708984,2016-04-19,2016,201604
2239,183.41098022460938,118.97000122070312,94.95645141601562,85.4073486328125,104.35102844238281,75.95648956298828,25.0026798248291,2016-04-20,2016,201604
2240,182.42453002929688,119.41999816894531,94.8006591796875,84.82007598876953,104.36045837402344,75.93860626220703,24.864999771118164,2016-04-21,2016,201604
2241,182.42453002929688,117.88999938964844,94.69681549072266,85.23117065429688,102.78536987304688,75.93860626220703,24.878767013549805,2016-04-22,2016,201604
2242,182.11024475097656,118.2300033569336,94.5929183959961,84.95429229736328,102.78536987304688,75.9206771850586,24.75485610961914,2016-04-25,2016,201604
2243,182.38087463378906,118.69999694824219,94.39386749267578,85.39895629882812,102.2855224609375,75.90283966064453,25.02103614807129,2016-04-26,2016,201604
2244,182.75628662109375,119.04000091552734,94.9131851196289,85.94427490234375,101.46495819091797,75.95648956298828,25.314754486083984,2016-04-27,2016,201604
2245,181.09759521484375,121.29000091552734,95.24208068847656,85.1388931274414,100.23885345458984,76.00122833251953,24.686016082763672,2016-04-28,2016,201604
2246,180.11988830566406,123.6500015258789,95.20745086669922,84.64389038085938,99.71067810058594,76.0280532836914,24.075634002685547,2016-04-29,2016,201604
2247,181.55154418945312,123.23999786376953,94.93096160888672,85.22277069091797,100.6538314819336,76.00033569335938,24.23626136779785,2016-05-02,2016,201605
2248,179.97146606445312,122.95999908447266,95.49435424804688,84.27471923828125,99.7201156616211,76.08086395263672,23.983848571777344,2016-05-03,2016,201605
2249,178.967529296875,122.20999908447266,95.66773986816406,83.65392303466797,99.07877349853516,76.07192993164062,23.726844787597656,2016-05-04,2016,201605
2250,178.93267822265625,122.06999969482422,95.92774200439453,83.68745422363281,99.05046081542969,76.09878540039062,23.814044952392578,2016-05-05,2016,201605
2251,179.58737182617188,123.18000030517578,95.70240020751953,83.88882446289062,99.57864379882812,76.08086395263672,23.818632125854492,2016-05-06,2016,201605
2252,179.73577880859375,120.6500015258789,95.88443756103516,83.72940826416016,99.86156463623047,76.11663055419922,23.795684814453125,2016-05-09,2016,201605
2253,181.9705810546875,120.9800033569336,95.86705780029297,84.79489135742188,101.22916412353516,76.13452911376953,24.061866760253906,2016-05-10,2016,201605
2254,180.2682647705078,122.12000274658203,96.01438903808594,84.33346557617188,100.31428527832031,76.10770416259766,23.951723098754883,2016-05-11,2016,201605
2255,180.32066345214844,121.16000366210938,95.75439453125,84.34185028076172,99.87102508544922,76.06299591064453,23.52491569519043,2016-05-12,2016,201605
2256,178.7493133544922,121.70999908447266,96.11844635009766,83.51966094970703,99.503173828125,76.07192993164062,23.5937557220459,2016-05-13,2016,201605
2257,180.51272583007812,121.80000305175781,95.77176666259766,84.29989624023438,100.7481460571289,76.03614807128906,24.066455841064453,2016-05-16,2016,201605
2258,178.82789611816406,122.22000122070312,95.64173126220703,83.71263122558594,99.48432159423828,76.00926971435547,23.841577529907227,2016-05-17,2016,201605
2259,178.88027954101562,120.0999984741211,94.87024688720703,83.75457000732422,99.84272003173828,75.87506103515625,24.263795852661133,2016-05-18,2016,201605
2260,178.2604217529297,119.87000274658203,94.96561431884766,83.56999206542969,99.3239517211914,75.8929214477539,24.052688598632812,2016-05-19,2016,201605
2261,179.38656616210938,119.70999908447266,95.02632904052734,84.16567993164062,100.41806030273438,75.91976928710938,24.85123062133789,2016-05-20,2016,201605
2262,179.14215087890625,119.37000274658203,95.08699798583984,84.01465606689453,100.2860107421875,75.91083526611328,25.011859893798828,2016-05-23,2016,201605
2263,181.4642791748047,117.30000305175781,94.93096160888672,85.0130386352539,102.29492950439453,75.85710144042969,25.617652893066406,2016-05-24,2016,201605
2264,182.6951141357422,116.9800033569336,94.88761138916016,85.75971221923828,103.03058624267578,75.90190887451172,25.759920120239258,2016-05-25,2016,201605
2265,182.7474822998047,116.58000183105469,95.18231201171875,85.6255111694336,103.3323974609375,75.94660949707031,25.847118377685547,2016-05-26,2016,201605
2266,183.533203125,115.62000274658203,95.00025939941406,86.01979064941406,103.8699951171875,75.90190887451172,26.016921997070312,2016-05-27,2016,201605
2267,183.1839599609375,116.05999755859375,95.11297607421875,85.88557434082031,104.06808471679688,75.93769073486328,26.113300323486328,2016-05-31,2016,201605
2268,183.55938720703125,115.94000244140625,95.08088684082031,86.0785140991211,104.0774917602539,75.88484191894531,26.218852996826172,2016-06-01,2016,201606
2269,184.1180877685547,115.66999816894531,95.37596893310547,86.31343841552734,104.29444122314453,75.94754028320312,26.214262008666992,2016-06-02,2016,201606
2270,183.56813049316406,118.87999725341797,96.26145935058594,85.97786712646484,103.80396270751953,76.0728759765625,26.264747619628906,2016-06-03,2016,201606
2271,184.50222778320312,118.91999816894531,96.00968170166016,86.59869384765625,104.1812515258789,76.05497741699219,26.20049476623535,2016-06-06,2016,201606
2272,184.79022216796875,118.81999969482422,96.14860534667969,86.88394165039062,103.91715240478516,76.0728759765625,26.475854873657227,2016-06-07,2016,201606
2273,185.392578125,120.58000183105469,96.26145935058594,87.16081237792969,104.09635162353516,76.09075927734375,26.480445861816406,2016-06-08,2016,201606
2274,185.13946533203125,121.25,96.40901184082031,86.91751861572266,103.92659759521484,76.1087417602539,26.480445861816406,2016-06-09,2016,201606
2275,183.38479614257812,121.73999786376953,96.74755096435547,86.0281982421875,102.74766540527344,76.15347290039062,26.021512985229492,2016-06-10,2016,201606
2276,181.9705810546875,122.63999938964844,96.93852233886719,85.43251037597656,101.88935852050781,76.17133331298828,25.911367416381836,2016-06-13,2016,201606
2277,181.61264038085938,122.7699966430664,96.91250610351562,85.1220932006836,101.88935852050781,76.18032836914062,25.879240036010742,2016-06-14,2016,201606
2278,181.35951232910156,123.68000030517578,97.20765686035156,85.03820037841797,101.59701538085938,76.26985168457031,25.851707458496094,2016-06-15,2016,201606
2279,181.9007110595703,122.37999725341797,97.31182098388672,85.2479248046875,101.8988037109375,76.22510528564453,25.8654727935791,2016-06-16,2016,201606
2280,181.22329711914062,123.94999694824219,96.98194885253906,85.3150863647461,100.70440673828125,76.23401641845703,25.691078186035156,2016-06-17,2016,201606
2281,182.3904571533203,123.20999908447266,96.56526184082031,85.8687744140625,101.33800506591797,76.18930053710938,26.12247657775879,2016-06-20,2016,201606
2282,182.90811157226562,120.83999633789062,96.3482666015625,86.1456527709961,101.65955352783203,76.13551330566406,26.246389389038086,2016-06-21,2016,201606
2283,182.6097869873047,120.9000015258789,96.53925323486328,85.96945190429688,101.41366577148438,76.16241455078125,26.214262008666992,2016-06-22,2016,201606
2284,184.98780822753906,120.11000061035156,96.07914733886719,87.2950439453125,102.86054992675781,76.13551330566406,26.87053871154785,2016-06-23,2016,201606
