,StockID,ending_date,up_prob,ret_val,MarketCap
0,0,2022-01-31,0.41289705,-0.06338587,0.0
1,0,2022-02-28,0.5614958,0.012954892,0.0
2,0,2022-03-31,0.4650331,-0.037698593,0.0
3,0,2022-05-31,0.36125734,-0.07066389,0.0
4,0,2022-06-30,0.4737633,0.08098472,0.0
5,0,2022-08-31,0.4992126,-0.054496583,0.0
6,0,2022-09-30,0.44589835,0.14073959,0.0
7,0,2022-10-31,0.4673759,0.1184339,0.0
8,0,2022-11-30,0.6261886,-0.01813505,0.0
9,1,2022-01-31,0.6637038,0.33103186,0.0
10,1,2022-02-28,0.47772798,0.19469291,0.0
11,1,2022-03-31,0.55365026,-0.3156541,0.0
12,1,2022-05-31,0.40000314,-0.26178178,0.0
13,1,2022-06-30,0.58933884,0.08365414,0.0
14,1,2022-08-31,0.5938877,-0.31968886,0.0
15,1,2022-09-30,0.43039608,0.15907949,0.0
16,1,2022-10-31,0.57446486,0.28481123,0.0
17,1,2022-11-30,0.5356344,0.03892229,0.0
18,10,2022-01-31,0.56268394,0.018348254,0.0
19,10,2022-02-28,0.44491822,0.03694781,0.0
20,10,2022-03-31,0.5105618,-0.09956353,0.0
21,10,2022-05-31,0.4479308,-0.12843002,0.0
22,10,2022-06-30,0.44576663,-0.06737269,0.0
23,10,2022-08-31,0.6826056,-0.07365303,0.0
24,10,2022-09-30,0.46220312,0.06648711,0.0
25,10,2022-10-31,0.45083132,0.067528956,0.0
26,10,2022-11-30,0.47037888,-0.028335918,0.0
27,100,2022-01-31,0.41026014,0.07712581,0.0
28,100,2022-02-28,0.4532794,0.1424705,0.0
29,100,2022-03-31,0.48085317,-0.11521804,0.0
30,100,2022-05-31,0.36416572,-0.058603697,0.0
31,100,2022-06-30,0.4902872,0.022092178,0.0
32,100,2022-08-31,0.44843036,0.03160455,0.0
33,100,2022-09-30,0.38187355,0.06672776,0.0
34,100,2022-10-31,0.48108602,0.23074289,0.0
35,100,2022-11-30,0.5267787,0.13856587,0.0
36,1000,2022-01-31,0.55216706,0.05206059,0.0
37,1000,2022-02-28,0.4398356,-0.15306939,0.0
38,1000,2022-03-31,0.4130078,-0.20970526,0.0
39,1000,2022-05-31,0.4159991,-0.18117346,0.0
40,1000,2022-06-30,0.45985812,0.025912337,0.0
41,1000,2022-08-31,0.56400126,-0.15155327,0.0
42,1000,2022-09-30,0.40295833,0.1431672,0.0
43,1000,2022-10-31,0.4857122,-0.04406973,0.0
44,1000,2022-11-30,0.6145772,-0.061687794,0.0
45,1001,2022-01-31,0.56059945,-0.2154451,0.0
46,1001,2022-02-28,0.56068075,-0.15917084,0.0
47,1001,2022-03-31,0.35550657,-0.20716803,0.0
