,StockID,ending_date,up_prob,ret_val,MarketCap
0,0,2019-01-31,0.5611502,0.04421629,0.0
1,0,2019-02-28,0.6364413,-0.0085504,0.0
2,0,2019-04-30,0.44660965,-0.14727367,0.0
3,0,2019-05-31,0.47950998,0.03707579,0.0
4,0,2019-07-31,0.453859,0.101704,0.0
5,0,2019-09-30,0.5004838,-0.012021921,0.0
6,0,2019-10-31,0.50704986,0.1267257,0.0
7,0,2019-12-31,0.53445935,-0.032095037,0.0
8,1,2019-01-31,0.51191294,-0.0062435125,0.0
9,1,2019-02-28,0.52395284,-0.09676213,0.0
10,1,2019-04-30,0.40882868,-0.20490202,0.0
11,1,2019-05-31,0.52734554,0.061389588,0.0
12,1,2019-07-31,0.52163637,-0.108180314,0.0
13,1,2019-09-30,0.5952535,0.040062,0.0
14,1,2019-10-31,0.6634487,0.035336986,0.0
15,1,2019-12-31,0.35376093,-0.35027948,0.0
16,10,2019-01-31,0.42882198,0.012440183,0.0
17,10,2019-02-28,0.59534097,0.06933944,0.0
18,10,2019-04-30,0.5041591,-0.016983556,0.0
19,10,2019-05-31,0.5371274,0.021214837,0.0
20,10,2019-07-31,0.4409617,0.005157924,0.0
21,10,2019-09-30,0.50436115,0.04500767,0.0
22,10,2019-10-31,0.46308708,-0.06279202,0.0
23,10,2019-12-31,0.47449192,-0.010257266,0.0
24,100,2019-01-31,0.5436271,0.08608589,0.0
25,100,2019-02-28,0.6427508,-0.039727014,0.0
26,100,2019-04-30,0.49211368,0.048173983,0.0
27,100,2019-05-31,0.52108806,0.3428372,0.0
28,100,2019-07-31,0.54804313,-0.11448991,0.0
29,100,2019-09-30,0.48912096,-0.0641738,0.0
30,100,2019-10-31,0.44603786,0.104386374,0.0
31,100,2019-12-31,0.56217647,0.046046454,0.0
32,1000,2019-01-31,0.58954495,0.08673655,0.0
33,1000,2019-02-28,0.5947649,0.056225456,0.0
34,1000,2019-04-30,0.51347476,-0.13058929,0.0
35,1000,2019-05-31,0.5920451,0.044101052,0.0
36,1000,2019-07-31,0.51859534,0.0041036243,0.0
37,1000,2019-09-30,0.59111655,0.13572715,0.0
38,1000,2019-10-31,0.4893735,0.007778934,0.0
39,1000,2019-12-31,0.41089424,-0.10171285,0.0
40,1001,2019-01-31,0.57044065,0.25060648,0.0
41,1001,2019-02-28,0.521279,0.3287795,0.0
42,1001,2019-04-30,0.51190567,-0.028235057,0.0
43,1001,2019-05-31,0.47668904,0.0033420085,0.0
44,1001,2019-07-31,0.4177929,0.013985822,0.0
45,1001,2019-09-30,0.47036567,0.019289134,0.0
46,1001,2019-10-31,0.41326985,0.86004275,0.0
47,1001,2019-12-31,0.619126,-0.04533572,0.0
48,1002,2019-01-31,0.5870593,-0.0007777435,0.0
49,1002,2019-02-28,0.6657921,-0.051502094,0.0
50,1002,2019-04-30,0.6093253,-0.070470504,0.0
51,1002,2019-05-31,0.4568604,-0.084935606,0.0
52,1002,2019-07-31,0.4330303,-0.081085704,0.0
53,1002,2019-09-30,0.5291903,-0.035009902,0.0
54,1002,2019-10-31,0.48322043,0.18188983,0.0
55,1002,2019-12-31,0.43743858,-0.14588673,0.0
56,1003,2019-01-31,0.3681566,0.0,0.0
57,1003,2019-02-28,0.35061875,-0.01323,0.0
58,1003,2019-04-30,0.4168508,-0.01424,0.0
59,1003,2019-05-31,0.34082073,0.16410787,0.0
60,1003,2019-07-31,0.49441448,0.00035,0.0
61,1003,2019-09-30,0.36940417,-0.083,0.0
62,1003,2019-10-31,0.36490446,0.0,0.0
63,1003,2019-12-31,0.35061875,0.091,0.0
64,1004,2019-01-31,0.32232958,-0.028022733,0.0
65,1004,2019-02-28,0.62641877,0.1058471,0.0
66,1004,2019-04-30,0.5814676,-0.1611413,0.0
67,1004,2019-05-31,0.5312808,0.04482366,0.0
68,1004,2019-07-31,0.5330285,-0.09544324,0.0
69,1004,2019-09-30,0.6081259,-0.05070016,0.0
70,1004,2019-10-31,0.5539276,-0.12011397,0.0
71,1004,2019-12-31,0.5734866,-0.07444855,0.0
72,1005,2019-01-31,0.5321786,-0.12031417,0.0
73,1005,2019-02-28,0.5119008,0.21092941,0.0
74,1005,2019-04-30,0.3245721,-0.2975559,0.0
75,1005,2019-05-31,0.45319122,0.32360014,0.0
76,1005,2019-07-31,0.421446,0.07077187,0.0
77,1005,2019-09-30,0.64670384,0.05236168,0.0
78,1005,2019-10-31,0.45010868,-0.13146383,0.0
79,1005,2019-12-31,0.6108822,-0.14509098,0.0
80,1006,2019-01-31,0.365867,0.19419463,0.0
81,1006,2019-02-28,0.5250559,0.03660019,0.0
82,1006,2019-04-30,0.4652399,-0.049705654,0.0
83,1006,2019-05-31,0.5076795,0.51437515,0.0
84,1006,2019-07-31,0.5170973,0.14461954,0.0
85,1006,2019-09-30,0.4587338,0.0788862,0.0
86,1006,2019-10-31,0.5821036,0.13695064,0.0
87,1006,2019-12-31,0.47938427,-0.21337077,0.0
88,1007,2019-01-31,0.47228384,0.07381179,0.0
89,1007,2019-02-28,0.6134836,0.0061018113,0.0
90,1007,2019-04-30,0.54987323,-0.055261496,0.0
91,1007,2019-05-31,0.603051,-0.027730025,0.0
92,1007,2019-07-31,0.52116185,0.07065982,0.0
93,1007,2019-09-30,0.47920313,0.066021346,0.0
94,1007,2019-10-31,0.5600025,0.026972914,0.0
95,1007,2019-12-31,0.34878954,-0.0050032395,0.0
96,1008,2019-01-31,0.6091855,0.042973705,0.0
97,1008,2019-02-28,0.51181555,-0.04642376,0.0
98,1008,2019-04-30,0.6433106,-0.05291535,0.0
99,1008,2019-05-31,0.5660288,0.06849297,0.0
100,1008,2019-07-31,0.52664214,-0.05110042,0.0
101,1008,2019-09-30,0.49487537,-0.0075524854,0.0
102,1008,2019-10-31,0.5951278,0.03858638,0.0
103,1008,2019-12-31,0.5030103,-0.039377794,0.0
104,1009,2019-01-31,0.5698457,-0.16705701,0.0
105,1009,2019-02-28,0.46052903,-0.09785705,0.0
106,1009,2019-04-30,0.57021934,0.15386763,0.0
107,1009,2019-05-31,0.59553176,0.23842576,0.0
108,1009,2019-07-31,0.49451336,0.081707686,0.0
109,1009,2019-09-30,0.57238156,-0.0036700023,0.0
110,1009,2019-10-31,0.57169974,0.018535906,0.0
111,1009,2019-12-31,0.561657,0.14670287,0.0
112,101,2019-01-31,0.5258841,0.20989497,0.0
113,101,2019-02-28,0.4701253,-0.14013745,0.0
114,101,2019-04-30,0.4571517,-0.17472859,0.0
115,101,2019-05-31,0.42878932,0.044024825,0.0
116,101,2019-07-31,0.4082659,-0.3283745,0.0
117,101,2019-09-30,0.47021732,-0.07159285,0.0
118,101,2019-10-31,0.56330884,0.583866,0.0
119,101,2019-12-31,0.5262404,0.021948017,0.0
120,1010,2019-01-31,0.51517063,-0.013580558,0.0
121,1010,2019-02-28,0.60818326,0.04578628,0.0
122,1010,2019-04-30,0.5374076,-0.03799212,0.0
123,1010,2019-05-31,0.5048664,0.056336056,0.0
124,1010,2019-07-31,0.5785804,-0.021113837,0.0
125,1010,2019-09-30,0.5279727,0.021797799,0.0
126,1010,2019-10-31,0.5353288,0.040671915,0.0
127,1010,2019-12-31,0.4282608,-0.1334208,0.0
0,1011,2019-01-31,0.51745427,0.1734714,0.0
