,StockID,ending_date,up_prob,ret_val,MarketCap
0,0,2021-03-31,0.44871062,0.049191974,0.0
1,0,2021-04-30,0.52815056,0.106750876,0.0
2,0,2021-06-30,0.40493512,0.18805145,0.0
3,0,2021-08-31,0.44574243,-0.09999953,0.0
4,0,2021-09-30,0.6059128,-0.042208236,0.0
5,0,2021-11-30,0.53309166,0.056276575,0.0
6,0,2021-12-31,0.5422629,-0.12874855,0.0
7,1,2021-03-31,0.66080695,0.12804462,0.0
8,1,2021-04-30,0.5152748,0.0031052458,0.0
9,1,2021-06-30,0.3965811,0.20314343,0.0
10,1,2021-08-31,0.51913553,0.10441511,0.0
11,1,2021-09-30,0.51795,-0.0537696,0.0
12,1,2021-11-30,0.457693,0.27822626,0.0
13,1,2021-12-31,0.40037876,-0.04820584,0.0
14,10,2021-03-31,0.6447181,0.07873494,0.0
15,10,2021-04-30,0.4295176,0.064193785,0.0
16,10,2021-06-30,0.4957903,0.06709041,0.0
17,10,2021-08-31,0.5161622,-0.061364878,0.0
18,10,2021-09-30,0.5634262,-0.079433754,0.0
19,10,2021-11-30,0.50299484,0.09276242,0.0
20,10,2021-12-31,0.4663332,-0.04345331,0.0
21,100,2021-03-31,0.5210793,0.023345686,0.0
22,100,2021-04-30,0.49006724,-0.04580916,0.0
23,100,2021-06-30,0.4551238,0.0303542,0.0
24,100,2021-08-31,0.33778772,-0.088679835,0.0
25,100,2021-09-30,0.5278522,0.060183838,0.0
26,100,2021-11-30,0.60826564,0.008051019,0.0
27,100,2021-12-31,0.4361531,-0.10976881,0.0
28,1000,2021-03-31,0.6116375,0.08559975,0.0
29,1000,2021-04-30,0.49270406,0.12629853,0.0
30,1000,2021-06-30,0.5325717,0.05862315,0.0
31,1000,2021-08-31,0.43489495,0.039081603,0.0
32,1000,2021-09-30,0.41164756,0.34497422,0.0
33,1000,2021-11-30,0.46258616,0.13595015,0.0
34,1000,2021-12-31,0.4342208,-0.109498404,0.0
35,1001,2021-03-31,0.5581273,-0.006273497,0.0
36,1001,2021-04-30,0.35134906,-0.040276133,0.0
37,1001,2021-06-30,0.5413268,0.023785572,0.0
38,1001,2021-08-31,0.61477554,0.21593688,0.0
39,1001,2021-09-30,0.4641816,-0.15733854,0.0
40,1001,2021-11-30,0.56937796,-0.07759619,0.0
41,1001,2021-12-31,0.45170584,-0.3468087,0.0
42,1002,2021-03-31,0.64594465,0.066819325,0.0
43,1002,2021-04-30,0.50403196,-0.029925749,0.0
44,1002,2021-06-30,0.535376,-0.056370817,0.0
45,1002,2021-08-31,0.4643725,0.038932703,0.0
46,1002,2021-09-30,0.58874273,-0.28988615,0.0
47,1002,2021-11-30,0.52245766,0.13885042,0.0
48,1002,2021-12-31,0.41809568,-0.0031076649,0.0
49,1003,2021-03-31,0.3875745,0.058624785,0.0
50,1003,2021-04-30,0.4343852,0.059363514,0.0
51,1003,2021-06-30,0.52974004,-0.6359159,0.0
52,1003,2021-08-31,0.4333734,0.05984015,0.0
53,1003,2021-09-30,0.39747778,-0.043984897,0.0
54,1003,2021-11-30,0.37901452,-0.0021587736,0.0
55,1003,2021-12-31,0.45661965,-0.015509082,0.0
56,1004,2021-03-31,0.49336123,-0.08113464,0.0
57,1004,2021-04-30,0.39726812,0.14917725,0.0
58,1004,2021-06-30,0.474799,-0.19468164,0.0
59,1004,2021-08-31,0.41574788,-0.025909763,0.0
60,1004,2021-09-30,0.2831404,-0.175668,0.0
61,1004,2021-11-30,0.5044611,-0.102365725,0.0
62,1004,2021-12-31,0.3369977,-0.046562858,0.0
63,1005,2021-03-31,0.47790903,-0.019900952,0.0
64,1005,2021-04-30,0.47996292,0.18915051,0.0
65,1005,2021-06-30,0.52308595,-0.034366183,0.0
66,1005,2021-08-31,0.34366077,0.057667032,0.0
67,1005,2021-09-30,0.42941457,-0.043626346,0.0
68,1005,2021-11-30,0.458862,-0.03507978,0.0
69,1005,2021-12-31,0.39517808,-0.10373939,0.0
70,1006,2021-03-31,0.4756506,-0.0013364543,0.0
71,1006,2021-04-30,0.4023525,0.6359409,0.0
72,1006,2021-06-30,0.5639273,0.013894061,0.0
73,1006,2021-08-31,0.37786892,-0.06164941,0.0
74,1006,2021-09-30,0.34799796,-0.25199917,0.0
75,1006,2021-11-30,0.5399112,0.1840482,0.0
76,1006,2021-12-31,0.4378695,-0.12038775,0.0
77,1007,2021-03-31,0.69578904,0.039561037,0.0
78,1007,2021-04-30,0.4994356,0.0022606878,0.0
79,1007,2021-06-30,0.64694965,0.050253473,0.0
80,1007,2021-08-31,0.41827136,-0.035137735,0.0
81,1007,2021-09-30,0.43133202,0.011112868,0.0
82,1007,2021-11-30,0.5334334,0.06695237,0.0
83,1007,2021-12-31,0.4835933,-0.044082407,0.0
84,1008,2021-03-31,0.70045507,-0.042955358,0.0
85,1008,2021-04-30,0.46533117,-0.027275126,0.0
86,1008,2021-06-30,0.50685394,-0.008341054,0.0
87,1008,2021-08-31,0.42163363,3.6242072e-05,0.0
88,1008,2021-09-30,0.3619317,-0.06268108,0.0
89,1008,2021-11-30,0.46254787,0.12130894,0.0
90,1008,2021-12-31,0.41235965,0.029669242,0.0
91,1009,2021-03-31,0.6177367,-0.070914246,0.0
92,1009,2021-04-30,0.54335755,0.06289386,0.0
93,1009,2021-06-30,0.477511,0.14967634,0.0
94,1009,2021-08-31,0.61777556,-0.073826686,0.0
95,1009,2021-09-30,0.4695951,0.25984114,0.0
96,1009,2021-11-30,0.585522,0.068039246,0.0
97,1009,2021-12-31,0.38228258,-0.152631,0.0
98,101,2021-03-31,0.38037634,0.08007535,0.0
99,101,2021-04-30,0.44616565,-0.01206397,0.0
100,101,2021-06-30,0.44480246,-0.19059637,0.0
101,101,2021-08-31,0.3849103,0.032742485,0.0
102,101,2021-09-30,0.5043387,-0.22652443,0.0
103,101,2021-11-30,0.50919783,-0.0783598,0.0
104,101,2021-12-31,0.34667277,-0.05899724,0.0
105,1010,2021-03-31,0.50794506,0.06516221,0.0
106,1010,2021-04-30,0.42158628,0.02268709,0.0
107,1010,2021-06-30,0.38509527,0.079674006,0.0
108,1010,2021-08-31,0.49745697,-0.012625411,0.0
109,1010,2021-09-30,0.4354166,-0.02131479,0.0
110,1010,2021-11-30,0.53418046,-0.010204876,0.0
111,1010,2021-12-31,0.49816433,0.07849433,0.0
112,1011,2021-03-31,0.6787958,0.033555813,0.0
113,1011,2021-04-30,0.4096346,0.23146866,0.0
114,1011,2021-06-30,0.5401718,-0.13534564,0.0
115,1011,2021-08-31,0.48948127,0.21822502,0.0
116,1011,2021-09-30,0.49975428,0.17697045,0.0
117,1011,2021-11-30,0.55811816,0.034421954,0.0
118,1011,2021-12-31,0.5131251,0.18573646,0.0
119,1012,2021-03-31,0.6048646,0.07948085,0.0
120,1012,2021-04-30,0.45130044,0.076214306,0.0
121,1012,2021-06-30,0.59654206,0.33202213,0.0
122,1012,2021-08-31,0.3277784,-0.050040815,0.0
123,1012,2021-09-30,0.49295408,-0.05409032,0.0
124,1012,2021-11-30,0.56273484,-0.09883954,0.0
125,1012,2021-12-31,0.4788437,0.12534666,0.0
126,1013,2021-03-31,0.39189458,0.13998784,0.0
127,1013,2021-04-30,0.45582652,-0.03358876,0.0
0,1013,2021-06-30,0.416823,-0.010630358,0.0
1,1013,2021-08-31,0.352038,-0.10005277,0.0
2,1013,2021-09-30,0.36539292,-0.11564488,0.0
3,1013,2021-11-30,0.48762912,-0.03952052,0.0
4,1013,2021-12-31,0.47413626,-0.04121563,0.0
5,1014,2021-03-31,0.55275846,0.0036176979,0.0
6,1014,2021-04-30,0.44402647,-0.18925576,0.0
7,1014,2021-06-30,0.39231998,-0.26301935,0.0
8,1014,2021-08-31,0.4391273,-0.18437554,0.0
9,1014,2021-09-30,0.45382223,0.060899917,0.0
10,1014,2021-11-30,0.57135624,0.043087482,0.0
11,1014,2021-12-31,0.43348557,-0.023620598,0.0
12,1015,2021-03-31,0.5563947,0.11175956,0.0
13,1015,2021-04-30,0.51360214,-0.15659317,0.0
14,1015,2021-06-30,0.43007898,-0.20047572,0.0
15,1015,2021-08-31,0.38376525,0.15921584,0.0
16,1015,2021-09-30,0.55386525,-0.06393966,0.0
17,1015,2021-11-30,0.5903607,0.073372275,0.0
18,1015,2021-12-31,0.520707,0.16069652,0.0
19,1016,2021-03-31,0.60897577,0.042285282,0.0
20,1016,2021-04-30,0.43130556,-0.039432783,0.0
