,StockID,ending_date,up_prob,ret_val,MarketCap
0,0,2015-03-31,0.6117412,-0.0038990176,0.0
1,0,2015-04-30,0.66003644,-0.065040685,0.0
2,0,2015-06-30,0.61319387,0.060933657,0.0
3,0,2015-07-31,0.6113208,-0.112902075,0.0
4,0,2015-08-31,0.592126,-0.05398944,0.0
5,0,2015-09-30,0.5142796,0.21727456,0.0
6,0,2015-11-30,0.46782446,-0.0021067995,0.0
7,0,2015-12-31,0.44965014,-0.10703842,0.0
8,1,2015-03-31,0.44171676,0.0388997,0.0
9,1,2015-04-30,0.53028005,-0.16939244,0.0
10,1,2015-06-30,0.5581395,-0.11464375,0.0
11,1,2015-07-31,0.3944007,-0.043751176,0.0
12,1,2015-08-31,0.44096288,0.02264752,0.0
13,1,2015-09-30,0.6256159,-0.02878936,0.0
14,1,2015-11-30,0.5499133,0.05301803,0.0
15,1,2015-12-31,0.49674243,-0.094703,0.0
16,10,2015-03-31,0.5888871,-0.083251275,0.0
17,10,2015-04-30,0.5454807,-0.013837773,0.0
18,10,2015-06-30,0.5533369,0.061062884,0.0
19,10,2015-07-31,0.5882803,-0.075133964,0.0
20,10,2015-08-31,0.5652226,0.06016175,0.0
21,10,2015-09-30,0.57837343,-0.025295287,0.0
22,10,2015-11-30,0.48509198,-0.03628766,0.0
23,10,2015-12-31,0.53890693,-0.029846668,0.0
24,100,2015-03-31,0.4279108,0.17950627,0.0
25,100,2015-04-30,0.5758399,-0.18032813,0.0
26,100,2015-06-30,0.48336476,-0.4245415,0.0
27,100,2015-07-31,0.39171368,0.26257747,0.0
28,100,2015-08-31,0.53355855,-0.10057227,0.0
29,100,2015-09-30,0.575081,-0.18630739,0.0
30,100,2015-11-30,0.42042476,0.09731663,0.0
31,100,2015-12-31,0.4224032,0.39223906,0.0
32,1000,2015-03-31,0.44898796,0.03619259,0.0
33,1000,2015-04-30,0.5048602,0.06677291,0.0
34,1000,2015-06-30,0.41435146,-0.061643254,0.0
35,1000,2015-07-31,0.60244876,-0.025642024,0.0
36,1000,2015-08-31,0.43073457,0.049799696,0.0
37,1000,2015-09-30,0.5788126,0.20445403,0.0
38,1000,2015-11-30,0.5946817,-0.12068394,0.0
39,1000,2015-12-31,0.4394691,-0.16636969,0.0
40,1002,2015-03-31,0.53226155,-0.07307725,0.0
41,1002,2015-04-30,0.67076474,0.13363233,0.0
42,1002,2015-06-30,0.5861588,0.07851015,0.0
43,1002,2015-07-31,0.66004634,-0.082833655,0.0
44,1002,2015-08-31,0.662579,0.018027112,0.0
45,1002,2015-09-30,0.6435739,0.008207002,0.0
46,1002,2015-11-30,0.60997367,0.09238636,0.0
47,1002,2015-12-31,0.4788394,-0.13043658,0.0
48,1003,2015-03-31,0.41351366,0.0268973,0.0
49,1003,2015-04-30,0.4874598,0.03989245,0.0
50,1003,2015-06-30,0.42610723,-0.08169754,0.0
51,1003,2015-07-31,0.4749443,-0.05128649,0.0
52,1003,2015-08-31,0.43984166,0.171,0.0
53,1003,2015-09-30,0.4041062,0.0,0.0
54,1003,2015-11-30,0.3752251,0.12485984,0.0
55,1003,2015-12-31,0.45758802,-0.12988369,0.0
56,1004,2015-03-31,0.6097318,-0.03354963,0.0
57,1004,2015-04-30,0.6575419,0.20055164,0.0
58,1004,2015-06-30,0.55754733,-0.026682062,0.0
59,1004,2015-07-31,0.6204678,0.017448721,0.0
60,1004,2015-08-31,0.77253455,0.04316423,0.0
61,1004,2015-09-30,0.6116645,-0.12163801,0.0
62,1004,2015-11-30,0.43904716,-0.09569173,0.0
63,1004,2015-12-31,0.6554598,-0.0024657194,0.0
64,1006,2015-03-31,0.733487,0.051634677,0.0
65,1006,2015-04-30,0.5063636,0.13601555,0.0
66,1006,2015-06-30,0.56618035,-0.019978758,0.0
67,1006,2015-07-31,0.4381984,-0.034009133,0.0
68,1006,2015-08-31,0.60790354,-0.10248385,0.0
69,1006,2015-09-30,0.5138173,0.085124865,0.0
70,1006,2015-11-30,0.42827874,-0.10162166,0.0
71,1006,2015-12-31,0.5031676,-0.07516296,0.0
72,1007,2015-03-31,0.47839895,-0.08089116,0.0
