Date,us500_UH,usbond10y_UH,kodex200,kbond10y,gold_H,nasdaq100_UH,usdkrw,kbond1y,kbond3y,gold_UH
2000-02-23,2645.886473713688,4476.51703710215,7522.073131350103,33050.18432100984,2548.0577138883696,20294.70282592421,1135.5,60892.340055262684,49248.73012362959,11896.844929137742
2000-02-24,2610.872094145392,4531.212667680105,7408.861787240192,33026.28537302308,2503.338212860493,20844.27447923847,1143.5,60952.5046410868,49270.93796658826,11770.587511398144
2000-02-25,2585.496878892313,4506.230487600268,7386.950010621203,33002.44081355665,2480.32369097896,20353.93181816132,1136.5,61052.800468502384,49306.97923442879,11591.167464372997
2000-02-28,2635.088482030383,4496.759195397042,6997.247467190352,32913.34466793828,2443.4212909233406,20238.12503673092,1134.5,61092.508504101774,49347.49782432918,11399.164247410805
2000-02-29,2652.545481032973,4469.863979796369,7077.661437816785,32889.72933885414,2453.7961684143384,20685.761730497696,1131.11,61112.25453398898,49355.749004746925,11413.53926695444
2000-03-02,2646.801677398656,4435.733817079944,7644.715842415237,32883.39472475607,2411.9490894187907,20321.17027421725,1119.75,61080.41037776096,49350.989512795546,11106.573380593614
2000-03-03,2696.961815925318,4440.4767946513575,7646.562833441495,32900.62851387037,2414.3954154395387,21327.099045773943,1120.0,61083.02824622348,49354.6889697653,11120.496821544357
2000-03-06,2669.4920013559777,4430.551367238765,7771.665472283472,32934.42506618446,2413.8057002958044,21386.239893943148,1119.5,61099.995140047664,49367.609858856005,11113.346543450858
2000-03-07,2615.752686804385,4437.070845522798,7755.0586888410035,32951.67689549502,2406.2376837694856,21050.9447536088,1118.6,61114.17601182684,49371.38148201352,11069.772660244218
2000-03-08,2613.6396241377365,4442.73954981616,7828.963176110858,32968.935585325555,2442.897735238392,21323.43947656064,1119.1,61116.86558961799,49365.94141083539,11243.624602771086
2000-03-09,2698.193519043,4465.201773549735,7561.404089024154,32986.20113730688,2411.547114961702,22064.5535849682,1122.5,61148.330200907,49388.27930641529,11133.231741902731
2000-03-10,2676.6551482110267,4442.803817688715,7619.663576307917,33003.47355306987,2437.357503596715,22009.903944774906,1119.5,61174.01065925957,49401.35409895273,11222.49168380754
2000-03-13,2649.770460764537,4456.527698468412,7307.085796308012,33037.37854326072,2416.740954328069,21259.44335005788,1120.5,61202.47947812866,49428.35747499285,11138.037214594106
2000-03-14,2607.00172107764,4464.361435276721,7239.749132612928,33054.66903431388,2422.1067915072385,20260.012795626648,1118.3,61205.120169473455,49422.94084531861,11141.02595016153
2000-03-15,2667.9425932840245,4471.444160991241,7161.375783297118,33071.966393572104,2408.6995843495474,19796.069350793416,1118.35,61207.79615811152,49426.830290981816,11080.028699418215
2000-03-16,2790.451298760436,4478.246243561232,7193.296897068874,33089.270622665936,2406.139255920563,20850.634490667744,1117.5,61239.292048669246,49435.372161685045,11060.01444499845
2000-03-17,2808.2645773917047,4496.5264624913125,7316.37525080052,33106.581723226,2381.8870853297394,21263.14557774789,1117.25,61264.99475435128,49457.80589908076,10946.263533490212
2000-03-20,2795.905984057461,4506.602854928376,7274.232737774685,33140.595485888145,2376.2943525527703,20418.992044060746,1118.04,61287.7074538669,49475.7185002712,10928.80415054097
2000-03-21,2849.352818859684,4517.096838777272,7384.938976421197,33157.92469693057,2387.0827193793416,21291.364691231724,1116.5,61301.88151887312,49488.91132593917,10963.472200360527
2000-03-22,2857.033217675805,4503.774650998625,7548.002262507609,33175.26078386726,2414.1376046355863,21923.21827420191,1112.75,61316.0588619285,49502.10766950754,11050.663440776403
2000-03-23,2897.97639569022,4508.74731120066,7421.712004956378,33192.603748328496,2389.8886978936084,22167.616782159923,1109.75,61330.23948379116,49515.30753191434,10910.345693566169
2000-03-24,2911.896191037195,4467.761873681266,7607.034606820013,33209.953591944635,2376.48512242528,22289.880185363018,1108.5,61344.423385219416,49542.41184869042,10837.108163755
2000-03-27,2890.310646459542,4478.938930631792,7586.566740381066,33244.07646286009,2371.7277868774217,22423.797523797843,1112.05,61372.97150980957,49574.2387684888,10850.567983174167
2000-03-28,2874.1817900625383,4492.780678972338,7626.143950306202,33261.444452249794,2337.890773694134,21849.393497213583,1112.25,61387.165293913145,49596.68383877002,10697.86077389122
2000-03-29,2869.396365433238,4479.225141639879,7773.876835420179,33278.819325227145,2327.8263014638665,20984.76128367137,1109.25,61412.914071056926,49609.8273913566,10623.245848092063
2000-03-30,2816.27565639964,4509.517356161662,7615.4649178014015,33296.20108342219,2307.7537393587754,20169.9199240984,1107.25,61427.08344180194,49618.33127577509,10512.822299138792
2000-03-31,2843.093982151713,4512.050642831112,7367.613903289975,33313.589728465064,2301.02657386218,20832.916784858367,1105.25,61441.256081746425,49659.36975382496,10463.409838146315
2000-04-03,2878.654478209466,4550.316992297164,7244.655616667375,33319.72905673443,2325.047283276588,19441.60188047872,1112.6,61464.00004024815,49681.75454237216,10643.453212261336
2000-04-04,2859.553883636745,4586.172528664823,7105.689297108946,33323.08645815798,2307.895989101493,19252.829035952986,1113.5,61478.19803715242,49699.518064652126,10573.654408858803
2000-04-06,2861.251062772752,4570.528040834749,6885.492378899829,33329.812387808415,2325.2981445990904,19468.63741219868,1111.5,61492.57012597108,49718.12300378407,10634.583887385275
2000-04-07,2871.600695696324,4582.046341350638,7168.594910869593,33333.18091787004,2334.4155541035047,20389.096176072027,1108.5,61518.34709537135,49768.48311379652,10647.633948720006
2000-04-10,2864.214483518629,4607.958831647079,7450.440116585167,33325.30378522562,2347.173164199404,19021.47355898996,1110.0,61546.87500992787,49818.66226070991,10720.819995307946
2000-04-11,2855.2636564704626,4578.930290235112,7321.366250127462,33328.68533935942,2344.615851240372,18593.63478595622,1109.75,61555.26754424468,49812.9332473674,10706.897498191764
2000-04-12,2773.202688938253,4548.603399999102,7167.276426467184,33332.070606558664,2336.639027556004,17259.514472689327,1108.25,61546.30969749843,49788.61085043174,10656.21742396258
2000-04-14,2584.920441726444,4599.187117298506,6858.706145735834,33338.85228385365,2339.862758345861,15276.794360746402,1111.1,61549.1715729506,49793.2356597353,10698.700403578645
2000-04-17,2680.981382968741,4558.356667909417,6061.790935390065,33331.0077356644,2363.45579785204,16844.083867761834,1113.5,61554.79663564952,49801.69491883926,10830.432953689273
2000-04-18,2744.4002915982323,4535.1653716125375,6401.115805905287,33334.41345690866,2349.2271270125907,17685.6984106159,1110.5,61598.11517113624,49866.198864373,10736.398143215296
2000-04-19,2716.181833742672,4550.585501607391,6468.086837090403,33337.822895704194,2345.836591007808,17037.019031042488,1109.4,61624.00057313396,49893.26730626605,10710.45340414161
2000-04-20,2728.1223879664262,4549.648269092164,6521.273312952616,33341.236052983724,2338.278062091437,16660.424771384896,1108.95,61638.26929624992,49887.589721769386,10671.782689784726
2000-04-21,2726.89234044942,4547.816017751619,6572.237938393594,33344.652929681106,2338.222388804244,16652.912969783658,1108.45,61652.54132321598,49905.33349537546,10666.886332205877
2000-04-24,2697.9949942892763,4546.744181750475,6405.496511764164,33336.84092713111,2338.055376895866,15936.244284573797,1108.75,61681.26662813426,49941.665682824656,10669.519288524134
2000-04-25,2808.748025410213,4501.884273061501,6316.887905658927,33340.270830169444,2333.832052267394,17202.183563239323,1108.25,61695.54861091327,49940.67448050825,10645.612927368406
2000-04-26,2776.5519275822203,4501.917392927887,6111.820663595832,33343.70445529417,2314.6057215510955,16648.897771165826,1108.05,61709.833900612575,49939.727345011815,10556.17695581585
2000-04-27,2773.489898083406,4484.169964436745,5930.811382874312,33347.141803445935,2301.214748893285,17575.085798057768,1110.5,61724.12249799786,49952.85235017452,10518.478761406226
2000-04-28,2754.412074267437,4482.149046479938,6216.658735377053,33350.58287556664,2299.076279372619,17946.62612949038,1109.75,61755.837081350684,49989.38041453437,10501.773676669276
2000-05-02,2736.144432763352,4456.591198841584,6451.084206238842,33377.717182596214,2291.773494833338,17253.592900068517,1109.8,61796.30609246898,50031.28706863082,10469.5527457337
2000-05-03,2672.313638937589,4433.549488666712,6452.874213774781,33412.669596874315,2313.386605476172,16945.227707444585,1109.9,61816.345658115504,50053.70436205447,10569.406808457938
2000-05-04,2695.761665869191,4421.332908393983,6440.605839323771,33447.66067818636,2310.831467271948,17006.656106643433,1111.25,61836.37520242856,50071.41356550998,10570.742603610286
2000-05-08,2704.0400712998903,4384.467651089411,6604.413320270886,33569.86192482209,2310.1947520192884,16748.510917333067,1109.65,61865.12077079728,50103.83881357643,10553.284188557069
2000-05-09,2681.422649480026,4395.650920892868,6524.2395856753565,33605.02815759262,2307.223360860399,16379.535683646767,1109.25,61879.32667862847,50107.450743502464,10536.07859918588
2000-05-10,2620.583983145012,4413.765442489954,6513.085740178114,33640.233369191585,2314.667527818722,15424.08510306203,1109.1,61887.712436982976,50111.091729016334,10568.81070079551
2000-05-12,2719.6565731022297,4418.753729514815,6349.016223035035,33710.76095229402,2301.226206293988,16252.469861501882,1113.25,61896.28863751768,50115.61690889662,10547.089952814596
2000-05-15,2771.268183236537,4438.534226398128,6250.246492709551,33798.72951165915,2296.479598876857,16785.415058977953,1115.1,61913.30766175316,50128.56619823378,10543.328619794143
2000-05-16,2796.209411757317,4448.606505448677,6405.823652504493,33834.150786170845,2296.8414779467794,17417.844722819213,1114.35,61927.59248480019,50137.00425189434,10538.0648157145
2000-05-17,2769.3806945260967,4437.882465440586,6238.110289128712,33869.61141150955,2289.7054881754466,16971.935207348837,1115.3,61941.88060368423,50150.153632434354,10514.447840174522
2000-05-18,2742.9998128991665,4426.169578372091,6116.360106782194,33905.11144424096,2270.07371870497,16424.003941328992,1118.4,61956.172019165664,50139.8278178041,10453.439872255289
